U.S. Energy Information Administration,,,,,,,,,,
September 2014 Monthly Energy Review,,,,,,,,,,
,,,,,,,,,,
Note: Information about data precision and revisions.,,,,,,,,,,
,,,,,,,,,,
"Release Date: September 25, 2014",,,,,,,,,,
"Next Update: October 28, 2014",,,,,,,,,,
,,,,,,,,,,
Table 3.7b Petroleum Consumption:  Industrial Sector,,,,,,,,,,
,,,,,,,,,,
Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Liquefied Petroleum Gases Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
,(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day),(Thousand Barrels per Day)
1973-01-01 00:00:00,183.645,727.361,141.25,1240.977,81.11,122.028,263.344,834.665,998.645,4593.025
1973-02-01 00:00:00,216.643,874.019,134.005,1155.588,88.75,128.389,239.916,992.007,972.321,4801.638
1973-03-01 00:00:00,255.645,718.377,69.834,874.702,86.417,129.913,238.348,1038.087,983.323,4394.646
1973-04-01 00:00:00,377.733,530.107,56.76,806.899,79.166,130.481,233.314,796.524,987.5,3998.485
1973-05-01 00:00:00,543.613,678.634,46.04,789.061,90.458,137.778,249.67,831.525,993,4359.78
1973-06-01 00:00:00,710.233,584.235,40.929,715.126,81.326,138.905,270.887,745.844,1033.067,4320.552
1973-07-01 00:00:00,797,595.881,51.652,686.617,95.414,140.09,259.456,543.909,1033.258,4203.276
1973-08-01 00:00:00,892.355,633.575,51.023,792.233,92.866,144.747,270.113,711.658,1059.516,4648.085
1973-09-01 00:00:00,734.5,706.457,64.182,801.817,84.05,131.262,243.443,716.539,999.167,4481.417
1973-10-01 00:00:00,702.935,664.851,62.438,924.108,100.14,133.184,281.044,643.2,1012.452,4524.352
1973-11-01 00:00:00,519.6,837.57,106.329,1054.153,91.731,136.097,248.799,1007.153,992.467,4993.898
1973-12-01 00:00:00,305.645,752.573,82.898,994.572,87.735,124.406,244.849,871.308,986.581,4450.567
1974-01-01 00:00:00,225.419,791.007,107.987,1132.828,91.899,108.867,241.666,894.965,951.194,4545.833
1974-02-01 00:00:00,277.643,769.857,97.384,1012.505,84.82,114.41,240.28,913.466,992.75,4503.117
1974-03-01 00:00:00,304.968,639.434,61.704,894.227,86.364,115.574,255.151,792.334,913.516,4063.273
1974-04-01 00:00:00,413.867,609.017,45.053,833.121,85.285,121.107,228.489,801.352,965.3,4102.59
1974-05-01 00:00:00,560.968,562.88,24.713,742.324,91.565,126.517,207.81,653.377,1003.935,3974.09
1974-06-01 00:00:00,635.3,569.989,39.772,792.036,74.318,129.778,232.965,724.255,1055.067,4253.479
1974-07-01 00:00:00,685.71,540.011,43.208,747.558,87.805,130.526,222.088,646.659,1171.258,4274.823
1974-08-01 00:00:00,693.129,568.277,48.755,770.168,79.336,132.445,226.847,686.36,1147.581,4352.897
1974-09-01 00:00:00,672.2,478.308,47.792,859.948,88.408,119.807,253.632,661.437,1049.8,4231.331
1974-10-01 00:00:00,655.806,626.745,66.691,946.171,88.086,125.895,197.522,735.888,1078.645,4521.45
1974-11-01 00:00:00,415.7,687.074,67.782,1017.898,79.075,122.788,220.851,842.349,1060.933,4514.45
1974-12-01 00:00:00,220.065,761.945,84.65,1076.271,77.578,123.001,233.592,701.381,1011.548,4290.031
1975-01-01 00:00:00,188.129,924.76,79.571,1072.791,71.844,108.265,244.846,913.686,1014.677,4618.57
1975-02-01 00:00:00,189.893,822.894,91.51,948.413,55.923,106.35,247.061,741.218,921.893,4125.155
1975-03-01 00:00:00,199.935,796.145,60.513,879.205,51.51,110.356,221.903,818.268,931,4068.836
1975-04-01 00:00:00,311.033,765.666,52.901,777.419,70.571,117.201,239.625,576.192,890.067,3800.674
1975-05-01 00:00:00,424,547.706,35.231,627.683,66.725,119.874,216.412,574.404,936.29,3548.325
1975-06-01 00:00:00,594.033,490.519,47.797,627.432,73.257,123.448,231.091,553.349,961.633,3702.559
1975-07-01 00:00:00,642.387,485.713,35.29,746.028,67.248,122.827,270.115,540.739,1043.677,3954.025
1975-08-01 00:00:00,637.419,463.663,38.735,759.818,73.049,122.264,251.191,400.809,1033.355,3780.302
27638,644.667,362.288,45.251,788.29,72.765,117.386,250.154,676.735,1049,4006.535
27668,582.129,636.45,52.876,895.977,76.995,118.24,273.978,627.855,1038.742,4303.243
27699,398.5,473.917,53.13,897.155,60.662,111.472,250.1,683.795,1067.4,3996.131
27729,199.323,792.409,99.657,1108.868,68.944,118.77,252.214,788.313,1113.258,4541.756
27760,165.613,952.101,104.243,1182.448,60.211,100.673,265.072,725.561,1150.484,4706.407
27791,174.138,758.21,76.19,967.35,68.938,98.552,241.719,913.701,1185.207,4484.004
27820,257.129,756.416,55.512,830.325,84.175,108.418,251.023,806.733,1152.355,4302.086
27851,326.633,687.926,48.607,765.497,77.597,112.649,243.657,720.292,1113.3,4096.158
27881,461.226,588.991,27.294,725.486,71.686,107.827,243.976,767.521,1102.323,4096.328
27912,578.7,514.811,42.183,707.538,81.871,117.724,236.98,695.282,1161.967,4137.055
27942,597.774,532.548,34.808,703.157,81.449,115.101,209.616,702.591,1173.258,4150.302
27973,669.645,503.819,32.969,773.166,71.385,112.787,289.097,736.41,1133.452,4322.73
28004,603.6,679.33,52.303,791.948,80.053,111.376,254.349,753.755,1112.133,4438.847
28034,502.516,819.357,54.44,954.368,72.764,109.024,228.327,749.788,1102.065,4592.649
28065,380.5,764.22,75.481,1113.317,74.19,110.742,210.425,923.553,1123.467,4775.895
28095,206.645,1047.59,106.579,1224.392,73.556,112.309,234.775,1011.837,1235.516,5253.199
28126,162.871,1041.855,141.027,1246.373,73.674,92.348,262.944,742.581,1232,4995.672
28157,189,1071.112,104.528,1236.491,64.119,98.448,245.224,1064.608,1347.429,5420.959
28185,263.935,845.133,56.93,874.874,98.209,98.565,266.633,967.756,1289.516,4761.552
28216,334.067,768.831,46.746,793.064,81.238,104.803,236.07,862.664,1295.1,4522.583
28246,488.903,676.056,41.838,754.083,88.123,100.297,247.886,748.256,1221.613,4367.056
28277,676.233,679.027,38.797,798.016,90.289,108.338,236.922,851.722,1261.867,4741.211
28307,605.484,611.374,53.593,731.954,82.035,106.15,342.768,617.909,1293.903,4445.171
28338,692.161,639.902,46.245,762.876,91.574,105.872,268.074,829.918,1317.419,4754.041
28369,623.4,664.644,51.011,777.324,81.426,104.39,293.77,893.318,1256.033,4745.316
28399,568.774,790.578,74.837,909.234,81.769,101.741,271.837,863.933,1301.871,4964.573
28430,385.633,908.074,67.053,1021.791,81.255,102.61,278.103,833.47,1361.933,5039.924
28460,228.032,1026.506,108.702,1134.521,70.605,105.226,244.186,874.47,1358.032,5150.281
28491,147.194,1113.6,133.111,1218.706,70.555,83.562,267.668,766.465,1352.323,5153.182
28522,165.107,1199.308,136.694,1172.476,80.227,86.004,236.617,938.072,1376,5390.504
28550,250.226,1019.935,85.852,928.387,80.525,90.738,247.742,853.155,1311.871,4868.431
28581,352.7,857.18,46.292,756.084,90.478,90.08,187.987,928.773,1391.1,4700.673
28611,514.71,814.26,53.518,760.598,92.652,96.609,266.706,766.443,1419.548,4785.043
28642,706.533,663.268,38.981,730.8,99.546,98.969,243.299,659.878,1436.567,4677.841
28672,699.968,602.4,40.404,729.95,85.535,94.751,235.509,698.489,1384.452,4571.458
28703,805.903,600.054,48.239,708.256,95.588,98.459,271.311,669.088,1392.71,4689.609
28734,681.667,500.337,74.949,869.753,87.906,92.535,254.569,698.566,1433.233,4693.515
28764,698.935,672.557,74.121,963.113,92.171,93.151,255.5,662.435,1373.419,4885.403
28795,448.433,872.761,75.935,1032.513,96.615,93.842,281.28,704.741,1404.367,5010.486
28825,252.226,984.402,97.695,1191.652,86.862,93.196,252.09,645.063,1418.548,5021.734
28856,193.774,1159.096,150.752,1658.756,88.953,81.824,228.555,675.761,1477.161,5714.632
28887,196.5,1213.055,154.254,1595.534,85.957,86.903,232.278,778.42,1502.821,5845.723
28915,265.097,931.655,72.446,1315.336,103.369,86.599,238.907,1032.949,1529.935,5576.294
28946,350.7,761.269,71.468,1108.115,99.1,84.515,205.387,683.874,1538.833,4903.262
28976,529.097,802.398,63.228,1074.832,106.255,86.412,209.948,689.872,1619.161,5181.203
29007,677.133,668.415,63.738,1016.106,96.015,86.141,286.316,651.037,1612.633,5157.535
29037,673.29,655.506,59.459,1076.319,87.642,82.68,232.171,556.422,1506.742,4930.231
29068,755.774,713.989,72.196,1134.252,97.911,87.812,325.314,593.142,1511.419,5291.811
29099,658.167,603.364,72.913,1104.432,82.284,82.428,234.48,705.203,1513.433,5056.704
29129,632.065,777.36,82.532,1305.514,96.716,84.101,253.357,729.238,1506.355,5467.237
29160,461.6,780.843,69.9,1361.327,91.215,81.352,222.373,760.516,1618.533,5447.659
29190,300.065,911.514,100.688,1452.463,71.799,80.626,239.557,802.037,1609.032,5567.782
29221,181.839,732.606,131.76,1566.573,90.827,79.05,236.181,668.339,1812.452,5499.626
29252,200.483,803.106,127.903,1407.212,89.093,82.472,212.115,670.498,1710.586,5303.469
29281,220.839,794.134,96.43,1201.916,83.876,80.094,210.836,659.112,1707.29,5054.527
29312,284.567,616.599,77.599,959.583,87.683,85.018,253.227,683.519,1713.633,4761.429
29342,427.355,501.68,61.954,1033.254,76.527,84.138,239.545,592.482,1601.484,4618.418
29373,553.467,488.586,65.123,961.286,79.352,83.234,186.324,586.978,1576.1,4580.449
29403,595.548,484.61,63.271,915.323,70.97,84.302,249.058,486.127,1331.774,4280.983
29434,589.387,451.333,75.612,916.944,71.301,83.121,205.617,447.74,1376.129,4217.185
29465,588.133,638.755,72.299,1102.457,83.569,81.392,255.781,610.225,1526.2,4958.812
29495,520.419,658.848,80.011,1274.394,91.258,83.298,221.225,569.659,1451.806,4950.918
29526,346.433,515.848,68.453,1225.118,81.066,77.937,288.021,533.876,1559.767,4696.52
29556,239,769.142,129.303,1506.346,78.883,82.917,251.508,535.148,1610.161,5202.408
29587,182.482,894.85,92.738,1522.443,76.263,81.39,282.078,559.097,1151.655,4842.996
29618,159.455,720.926,65.326,1408.112,86.84,79.737,206.846,619.669,1220.185,4567.095
29646,221.475,804.644,46.404,1217.939,81.262,79.763,270.607,502.073,1189.816,4413.984
29677,301.235,641.071,38.793,1040.613,93.647,83.555,252.735,444.929,1205.998,4102.576
29707,353.421,570.465,35.076,1017.65,77.824,83.715,203.73,448.248,1485.804,4275.932
29738,460.33,598.66,34.327,1038.05,73.539,88.941,279.382,438.467,1206.896,4218.59
29768,490.602,552.032,37.354,977.888,84.496,86.349,211.518,399.865,1210.127,4050.232
29799,517.868,564.156,38.673,923.5,71.337,83.992,241.522,426.842,1168.152,4036.043
29830,464.32,643.242,38.385,1144.532,79.561,84.311,288.475,436.054,1102.245,4281.124
29860,438.696,581.789,55,1238.446,87.722,83.244,225.492,393.521,1064.95,4168.86
29891,323.081,562.228,62.759,1190.025,63.277,80.651,285.685,447.148,1043.282,4058.137
29921,176.364,704.292,80.817,1292.3,70.944,84.553,248.717,548.591,1067.557,4274.136
29952,96.241,941.348,108.585,1505.009,66.212,65.702,294.316,446.424,846.342,4370.179
29983,138.572,730.365,93.896,1309.406,77.591,68.294,283.726,637.786,931.18,4270.816
30011,177.248,645.426,62.126,1304.251,69.114,71.277,293.427,499.523,903.766,4026.158
30042,238.526,689.814,57.559,1177.326,78.026,76.028,253.742,558.776,1006.029,4135.828
30072,341.839,580.492,54.873,1132.886,68.835,73.356,253.09,454.396,917.288,3877.053
30103,493.222,579.132,43.718,1012.64,77.874,75.343,221.077,420.994,981.759,3905.759
30133,533.613,477.771,50.943,1130.131,70.948,74.848,271.962,390.098,951.373,3951.687
30164,591.876,542.297,41.416,1030.699,71.224,72.904,271.91,414.846,1100.93,4138.102
30195,513.451,471.249,57.031,1181.566,76.593,71.989,221.622,378.564,993.785,3965.851
30225,490.585,590.259,74.741,1147.597,67.558,70.441,194.329,408.884,1031.192,4075.585
30256,298.292,594.241,73.969,1278.348,82.419,72.468,168.545,484.163,948.12,4000.564
30286,181.537,573.599,99.161,1326.504,57.815,72.185,222.709,396.53,1059.723,3989.763
30317,120.283,512.114,43.854,1498.177,58.404,53.507,161.695,407.455,771.143,3626.633
30348,136.435,519.383,38.101,1323.529,66.424,53.061,224.829,357.805,994.143,3713.709
30376,199.292,583.653,31.195,1063.827,79.701,60.449,175.373,400.144,1119.701,3713.335
30407,258.077,513.691,33.715,973.639,72.736,57.058,185.256,357.633,1128.171,3579.975
30437,413.009,505.103,25.676,975.411,79.369,58.514,206.162,400.704,1017.174,3681.122
30468,567.028,485.713,16.765,958.38,78.775,61.845,205.957,321.198,1102.463,3798.123
30498,575.719,406.38,21.465,1046.34,75.235,59.827,301.468,236.975,1109.902,3833.311
30529,655.207,490.659,22.386,995.74,77.823,61.331,258.484,277.022,1097.714,3936.367
30560,593.148,551.883,26.073,1182.655,86.263,59.487,246.384,335.552,1097.067,4178.511
30590,457.898,560.53,27.186,1133.28,86.289,58.26,241.794,320.559,1045.046,3930.843
30621,349.474,651.508,39.936,1267.202,74.661,58.391,270.546,382.27,1061.642,4155.631
30651,139.514,666.466,57.293,1574.487,67.137,60.541,223.228,343.116,963.229,4095.012
30682,134.766,736.534,37.452,1645.086,69.672,77.837,270.085,520.499,1049.319,4541.25
30713,159.826,565.988,20.201,1379.297,91.228,77.426,240.351,504.418,1195.421,4234.155
30742,201.734,698.347,22.749,1300.393,88.828,81.113,273.742,477.075,1156.734,4300.714
30773,287.086,649.445,20.03,1163.869,93.221,82.952,238.961,458.307,1146.526,4140.396
30803,433.915,618.617,11.302,1141.768,75.72,85.614,273.517,372.498,1177.354,4190.305
30834,598.697,500.49,15.352,1126.722,81.882,88.302,194.488,358.584,1108.095,4072.612
30864,629.735,455.578,15.991,1178.531,73.813,84.865,223.365,306.185,1225.363,4193.427
30895,716.557,402.434,14.488,1216.11,80.23,88.133,257.516,268.842,1217.14,4261.451
30926,636.083,521.869,20.736,1193.08,83.456,81.863,237.365,348.197,990.611,4113.259
30956,542.113,594.291,14.966,1347.115,84.122,83.614,282.384,297.852,1087.195,4333.653
30987,356.242,535.653,31.03,1296.53,75.97,84.49,219.336,392.066,977.985,3969.303
31017,196.785,490.574,24.652,1407.54,63.668,81.446,213.236,337.584,1109.805,3925.292
31048,141.354,801.154,44.931,1557.51,70.178,105.63,215.1,363.222,886.642,4185.72
31079,166.089,686.681,32.896,1499.357,83.737,109.608,237.587,341.406,1030.689,4188.05
31107,239.889,628.051,13.108,1276.28,77.497,110.884,257.44,347.405,928.432,3878.986
31138,365.162,553.284,13.996,1100.048,83.523,115.734,230.077,352.423,1107.314,3921.56
31168,484.646,475.178,12.06,1087.442,81.571,117.471,293.61,354.636,1161.721,4068.335
31199,596.765,451.522,15.331,1151.597,77.782,116.418,249.224,280.27,1163.577,4102.484
31229,696.001,339.556,9.735,1141.976,71.205,116.609,286.004,273.699,1084.155,4018.939
31260,680.038,407.218,16.6,1132.807,82.258,120.491,315.502,284.849,1114.455,4154.218
31291,635.756,421.542,14.369,1213.842,71.03,110.307,220.89,268.215,1039.977,3995.927
31321,538.517,553.279,18.213,1442.047,79.242,114.753,276.58,271.493,955.55,4249.675
31352,340.568,435.138,19.26,1302.578,64.28,112.648,290.989,397.523,916.969,3879.954
31382,198.207,571.764,46.945,1528.341,56.196,113.019,258.773,375.222,992.001,4140.468
31413,195.246,667.371,26.89,1435.775,38.145,99.412,280.166,304.795,1017.008,4064.808
31444,147.802,684.474,22.119,1382.259,72.666,98.908,304.075,344.349,1057.605,4114.258
31472,215.966,631.142,19.665,1196.459,84.76,106.337,291,349.802,1191.758,4086.888
31503,411.247,579.655,8.47,1026.358,81.56,108.627,193.224,366.913,1136.499,3912.553
31533,515.764,510.067,10.671,987.685,86.85,108.655,266.97,325.71,1234.985,4047.357
31564,648.129,391.604,4.813,924.103,85.16,110.225,332.638,311.259,1223.329,4031.26
31594,685.091,407.931,9.759,1026.94,73.186,113.687,204.108,267.28,1025.281,3813.262
31625,695.587,394.271,15.589,1006.506,72.767,113.676,264.692,271.272,1220.226,4054.587
31656,700.822,406.028,8.924,1161.332,82.561,104.955,317.159,287.326,1129.403,4198.508
31686,598.722,564.36,15.797,1396.076,79.283,110.844,219.45,290.446,1055.148,4330.125
31717,323.481,572.49,18.572,1449.255,66.922,105.176,237.768,328.914,1040.422,4143
31747,221.486,744.245,24.784,1495.813,54.635,109.208,262.16,405.417,926.19,4243.939
31778,184.689,716.313,22.653,1564.67,80.064,97.278,358.355,291.98,1123.688,4439.688
31809,174.767,728.017,21.453,1420.038,86.55,101.165,264.144,308.923,1253.355,4358.412
31837,247.504,562.473,15.137,1230.357,89.16,103.67,266.081,232.515,1114.528,3861.424
31868,389.359,585.296,6.261,1185.311,92.769,108.877,274.076,261.369,1279.995,4183.314
31898,535.443,439.849,6.962,1022.179,79.147,111.056,246.911,210.194,1238.725,3890.468
31929,670.134,478.646,8.7,1111.286,94.788,112.233,288.703,224.287,1295.947,4284.724
31959,746.814,403.198,7.398,1218.043,84.784,112.855,311.59,247.064,1247.018,4378.764
31990,709.377,337.072,9.38,1088.719,78.433,109.238,333.256,208.001,1195.294,4068.77
32021,705.607,495.992,10.46,1287.186,80.664,107.257,253.487,312.37,1130.281,4383.304
32051,567.095,601.519,18.053,1358.071,77.236,108.748,309.439,238.299,1055.531,4333.991
32082,419.926,473.766,15.866,1377.293,67.016,106.455,312.174,227.332,965.8,3965.628
32112,229.744,633.703,22.133,1497.936,82.279,107.942,305.251,284.744,1222.036,4385.768
32143,96.596,695.692,26.512,1680.133,67.788,91.566,319.666,262.775,1079.819,4320.548
32174,207.521,716.015,21.142,1544.599,87.573,96.303,309.406,339.513,1167.914,4489.986
32203,262.232,703.233,15.139,1366.378,87.67,100.184,329.438,318.037,1282.474,4464.786
32234,360.98,438.968,10.186,1063.905,79.072,101.651,305.302,308.485,1310.797,3979.345
32264,549.9,418.491,10.224,1060.151,89.78,99.912,328.413,182.266,1308.7,4047.838
32295,725.046,439.545,6.989,1067.412,78.755,106.948,226.375,188.165,1359.634,4198.868
32325,682.607,275.874,8.465,1130.351,75.973,102.361,257.675,158.738,1354.666,4046.71
32356,805.537,369.324,8.543,1192.499,84.826,103.38,345.864,165.843,1395.022,4470.837
32387,709.232,412.357,12.189,1359.114,83.469,101.293,301.856,228.236,1208.571,4416.317
32417,580.425,605.764,13.104,1409.828,78.496,99.476,277.979,210.535,1366.521,4642.129
32448,403.131,572.062,17.524,1426.391,82.372,100.946,325.561,228.489,1301.5,4457.976
32478,224.849,715.164,23.106,1609.022,59.294,100.474,343.438,261.511,1289.913,4626.772
32509,141.558,580.237,23.553,1572.857,73.36,95.424,378.59,214.215,1239.179,4318.973
32540,199.316,681.324,21.647,1584.171,85.436,100.717,281.181,204.865,1283.563,4442.218
32568,226.159,616.807,14.216,1423.787,96.53,104.991,260.422,191.545,1485.23,4419.687
32599,359.54,499.606,11.049,1175.064,82.496,101.256,261.848,196.77,1349.418,4037.047
32629,502.787,505.025,8.704,1057.497,100.601,104.418,343.074,153.083,1283.568,4058.758
32660,620.29,479.501,11.08,1108.325,88.736,110.075,290.694,153.38,1388.202,4250.282
32690,687.625,288.508,8.252,1047.109,69.268,103.224,295.448,175.41,1304.318,3979.162
32721,804.006,425.869,7.017,1116.734,83.028,109.178,354.645,142.748,1229.346,4272.572
32752,649.114,420.882,7.508,1271.436,80.431,102.435,289.305,123.015,1333.131,4277.258
32782,636.89,554.824,14.997,1376.623,85.519,103.301,276.091,201.794,1147.914,4397.952
32813,400.56,619.903,17.256,1349.824,75.549,104.028,311.389,159.34,1162.34,4200.189
32843,184.783,766.559,26.282,1539.379,60.977,104.838,255.93,225.361,1203.088,4367.198
32874,223.109,671.479,12.054,1233.838,82.426,88.697,342.581,242.344,1535.413,4431.94
32905,206.231,680.825,13.215,1239.244,95.501,95.848,318.749,223.306,1315.103,4188.022
32933,274.379,720.545,6.675,1245.334,92.25,97.97,324.141,169.545,1367.754,4298.592
32964,362.427,581.372,6.39,1241.258,75.542,95.076,278.277,161.31,1475.024,4276.676
32994,541.913,504.466,2.177,1118.959,89.991,98.243,280.721,184.684,1447.164,4268.318
33025,681.902,449.569,1.633,945.823,72.056,100.384,303.513,175.15,1539.48,4269.512
33055,717.14,329.127,2.3,1087.198,87.223,100.077,314.609,176.23,1519.255,4333.159
33086,802.963,595.131,5.517,1142.691,99.798,104.083,338.963,177.21,1362.673,4629.028
33117,721.111,444.11,4.293,1223.831,90.522,92.317,342.391,144.269,1314.254,4377.098
33147,610.828,508.993,2.545,1397.49,89.817,96.48,318.096,153.381,1187.538,4365.166
33178,418.698,583.292,3.243,1328.994,73.374,96.682,364.02,142.644,1134.807,4145.754
33208,218.102,434.6,11.571,1376.045,61.896,93.171,370.907,202.737,1276.672,4045.703
33239,173.101,741.691,10.934,1679.918,77.433,93.213,270.829,135.442,1340.742,4523.303
33270,200.793,534.032,6.608,1476.434,62.841,95.925,259.146,150.546,1223.092,4009.417
33298,235.794,551.016,5.077,1268.688,72.948,98.436,304.242,160.069,1177.112,3873.382
33329,370.478,484.658,4.601,1159.928,75.004,100.116,359.666,144.53,1284.489,3983.471
33359,487.198,431.036,3.167,1104.81,81.652,104.324,284.39,117.29,1246.324,3860.191
33390,633.31,407.466,1.912,1171.361,77.113,104.592,293.251,163.687,1255.461,4108.155
33420,661.28,329.742,1.618,1236.906,84.996,106.069,319.18,133.42,1356.599,4229.811
33451,681.997,390.672,2.025,1251.683,70.732,105.6,308.041,152.676,1321.345,4284.771
33482,695.025,509.149,0.605,1349.04,82.391,99.359,339.417,135.445,1365.144,4575.574
33512,607.726,572.829,3.165,1279.265,77.232,102.142,371.621,135.143,1331.915,4481.039
33543,342.254,560.58,13.599,1430.193,70.031,98.312,328.719,148.351,1420.542,4412.581
33573,229.43,571.529,12.749,1513.506,70.181,101.334,338.272,170.273,1267.528,4274.803
33604,186.003,654.796,12.905,1557.611,77.343,95.484,368.399,191.801,1349.332,4493.673
33635,202.352,676.362,8.394,1638.258,76.285,96.795,314.098,206.859,1148.05,4367.454
33664,233.259,665.333,9.364,1347.831,75.831,99.213,371.538,174.651,1399.604,4376.624
33695,381.233,552.093,3.842,1237.599,81.168,100.622,367.24,163.621,1498.398,4385.816
33725,511.017,434.433,2.215,1144.55,94.612,101.875,396.658,164.274,1459.48,4309.114
33756,692.323,340.171,1.161,1243.241,81.966,103.701,438.5,153.46,1490.856,4545.379
33786,656.568,385.62,6.3,1233.149,74.586,106.188,396.65,148.015,1536.11,4543.187
33817,702.185,368.714,-1.815,1204.043,73.284,102.591,377.113,143.895,1548.174,4518.183
33848,693.202,426.993,2.288,1293.835,79.008,102.098,274.868,129.197,1484.48,4485.97
33878,584.463,574.987,3.825,1516.026,73.646,102.013,380.163,174.317,1384.496,4793.937
33909,368.92,505.306,3.829,1675.226,72.245,98.725,341.06,159.347,1469.988,4694.646
